Sector,Baseline_MSE,Max_Noise_MSE,MSE_Degradation_Pct,R2_Drop,Robustness
Commercial,0.0030793540629114246,0.06856451845655098,2126.5876887091563,0.24716371426944106,Sensitive
Residential,0.0015828960418280958,0.12214805241010449,7616.745078788307,0.13701389386967155,Sensitive
Industrial,0.05268947901650272,0.09644261567351343,83.03960766684924,0.16389515389615728,Robust
Transportation,0.039363165339870894,0.056392059556652684,43.26098795599969,0.06542797054988458,Highly Robust
