date,Total Energy Consumed by the Residential Sector,year,month,t,Total Energy Consumed by the Residential Sector__lag1,Total Energy Consumed by the Residential Sector__lag12,Total Energy Consumed by the Residential Sector__rollmean3,Total Energy Consumed by the Residential Sector__rollstd3,Total Energy Consumed by the Residential Sector__rollmean12,Total Energy Consumed by the Residential Sector__rollstd12,Primary Energy Consumed by the Commercial Sector__lag1,Electricity Sales to Ultimate Customers in the Commercial Sector__lag1,End-Use Energy Consumed by the Commercial Sector__lag1,Commercial Sector Electrical System Energy Losses__lag1,Total Energy Consumed by the Commercial Sector__lag1,Primary Energy Consumed by the Industrial Sector__lag1,Electricity Sales to Ultimate Customers in the Industrial Sector__lag1,End-Use Energy Consumed by the Industrial Sector__lag1,Industrial Sector Electrical System Energy Losses__lag1,Total Energy Consumed by the Industrial Sector__lag1,Total Primary Energy Consumed by the Transportation Sector__lag1,Electricity Sales to Ultimate Customers in the Transportation Sector__lag1,End-Use Energy Consumed by the Transportation Sector__lag1,Electrical System Energy Losses Proportioned to the Transportation Sector__lag1,Total Energy Consumed by the Transportation Sector__lag1,Total Primary Energy Consumed by the End-Use Sectors__lag1
2008-08-01,1637.259,2008,8,427,1704.049,1800.535,1506.179,200.7624533497258,1755.24525,386.4765980327049,185.638,436.982,622.619,881.641,1504.261,1714.48,302.053,2016.534,609.414,2625.948,2368.043,2.213,2370.256,4.465,2374.721,4498.045
2008-09-01,1378.478,2008,9,428,1637.259,1498.398,1617.7173333333333,97.58123824964308,1741.6389166666668,387.60966485146656,182.028,423.756,605.783,848.235,1454.019,1680.949,302.139,1983.088,604.795,2587.883,2357.202,2.214,2359.416,4.432,2363.848,4439.355
2008-10-01,1325.418,2008,10,429,1378.478,1347.181,1573.262,171.96171381153567,1731.6455833333332,395.90805664365695,184.954,403.602,588.556,757.025,1345.581,1509.769,293.126,1802.895,549.809,2352.704,2132.227,2.146,2134.373,4.025,2138.398,4056.681
2008-11-01,1595.843,2008,11,430,1325.418,1563.161,1447.051666666667,166.8471250586433,1729.8319999999997,397.8742888581325,251.543,378.219,629.762,737.555,1367.317,1771.076,287.168,2058.245,559.999,2618.244,2326.724,2.175,2328.899,4.242,2333.141,4707.346
2008-12-01,2311.479,2008,12,431,1595.843,2203.267,1433.2463333333335,143.29025754856687,1732.5554999999997,396.7399271254993,353.75,349.439,703.189,707.958,1411.147,1642.138,271.386,1913.524,549.824,2463.348,2186.429,2.083,2188.513,4.221,2192.733,4789.404
2009-01-01,2570.763,2009,1,432,2311.479,2505.242,1744.2466666666667,509.5064377810478,1741.5731666666663,409.43814611174827,532.027,365.718,897.746,742.847,1640.593,1591.823,258.864,1850.687,525.805,2376.491,2267.972,2.273,2270.245,4.616,2274.861,5408.472
2009-02-01,2062.147,2009,2,433,2570.763,2225.238,2159.3616666666667,504.9475358146927,1747.0332499999997,420.8264048257538,636.723,374.102,1010.826,734.394,1745.22,1648.524,255.842,1904.366,502.239,2406.605,2199.143,2.624,2201.767,5.151,2206.918,5677.875
2009-03-01,1840.111,2009,3,434,2062.147,1940.269,2314.796333333333,254.32422690205814,1733.4423333333332,406.3634545699965,526.133,337.824,863.957,611.22,1475.177,1499.849,243.474,1743.323,440.512,2183.835,1983.336,2.288,1985.624,4.139,1989.764,4967.125
2009-04-01,1429.307,2009,4,435,1840.111,1461.115,2157.6736666666666,374.57588591543146,1725.095833333333,402.7416039379544,453.989,349.587,803.576,659.995,1463.57,1566.114,253.072,1819.186,477.782,2296.968,2248.743,2.311,2251.053,4.362,2255.416,5059.534
2009-05-01,1273.888,2009,5,436,1429.307,1302.644,1777.1883333333335,321.07797010279666,1722.4451666666666,404.73668613283485,324.1,340.532,664.632,628.164,1292.796,1465.049,250.492,1715.542,462.072,2177.614,2209.353,2.092,2211.446,3.86,2215.305,4538.44
2009-06-01,1417.254,2009,6,437,1273.888,1511.844,1514.4353333333336,292.55298030328413,1720.0488333333333,407.5237014179976,225.367,358.983,584.35,706.015,1290.365,1480.012,256.415,1736.426,504.293,2240.72,2232.074,2.051,2234.125,4.034,2238.159,4256.673
2009-07-01,1605.567,2009,7,438,1417.254,1704.049,1373.4830000000002,86.46208256224834,1712.1663333333333,412.79767134943495,188.759,391.807,580.566,784.512,1365.078,1500.261,258.222,1758.483,517.036,2275.519,2234.133,2.09,2236.224,4.185,2240.409,4168.563
2009-08-01,1618.076,2009,8,439,1605.567,1637.259,1432.2363333333333,166.3463029175404,1703.9595,413.95107238251876,186.594,413.954,600.548,803.212,1403.76,1526.44,267.47,1793.91,518.982,2312.892,2285.53,2.273,2287.803,4.411,2292.214,4224.69
2009-09-01,1341.279,2009,9,440,1618.076,1378.478,1546.9656666666667,112.5075825103961,1702.3609166666665,414.2689889037761,189.04,422.326,611.366,828.847,1440.213,1575.445,280.464,1855.909,550.431,2406.34,2312.343,2.206,2314.549,4.329,2318.878,4297.707
2009-10-01,1344.157,2009,10,441,1341.279,1325.418,1521.640666666667,156.32295695877082,1699.2609999999997,417.0427752070099,195.527,392.04,587.566,711.138,1298.705,1558.291,272.494,1830.785,494.289,2325.074,2143.978,2.171,2146.149,3.938,2150.087,4133.37
2009-11-01,1453.218,2009,11,442,1344.157,1595.843,1434.504,158.9845278918701,1700.8225833333333,415.54809802924217,266.299,370.249,636.547,679.014,1315.561,1601.175,271.086,1872.261,497.156,2369.418,2252.9,2.047,2254.946,3.753,2258.7,4511.591
2009-12-01,2260.964,2009,12,443,1453.218,2311.479,1379.5513333333336,63.81343161384155,1688.9371666666666,420.82976462651374,321.741,337.451,659.192,649.298,1308.49,1584.566,258.079,1842.646,496.577,2339.223,2146.38,2.013,2148.392,3.873,2152.265,4577.753
2010-01-01,2636.069,2010,1,444,2260.964,2570.763,1686.113,500.81316833825304,1684.7275833333333,414.23734034015365,536.374,370.126,906.499,741.654,1648.154,1650.877,263.115,1913.993,527.228,2441.22,2262.021,2.339,2264.359,4.687,2269.046,5439.232
2010-02-01,2207.698,2010,2,445,2636.069,2062.147,2116.7503333333334,604.468616464354,1690.16975,427.16343910565325,617.994,368.907,986.901,703.145,1690.046,1687.285,257.773,1945.058,491.321,2436.378,2153.654,2.421,2156.075,4.614,2160.689,5632.49
2010-03-01,1826.536,2010,3,446,2207.698,1840.111,2368.2436666666667,233.46760711141246,1702.299,440.54280891542413,548.999,343.749,892.747,635.587,1528.334,1593.17,253.139,1846.309,468.051,2314.359,1969.399,2.326,1971.725,4.301,1976.027,5125.167
2010-04-01,1287.226,2010,4,447,1826.536,1429.307,2223.434333333333,404.99585635204903,1701.1677499999998,440.1740316432974,418.752,347.176,765.928,631.367,1397.295,1759.054,267.225,2026.279,485.97,2512.249,2251.597,2.221,2253.818,4.039,2257.857,5180.855
2010-05-01,1303.082,2010,5,448,1287.226,1273.888,1773.82,462.4947655790262,1689.3276666666668,449.9537565720885,276.137,340.485,616.622,617.565,1234.187,1650.45,268.253,1918.703,486.552,2405.255,2239.028,2.03,2241.058,3.682,2244.74,4607.54
2010-06-01,1545.824,2010,6,449,1303.082,1417.254,1472.2813333333334,306.8959592847931,1691.7605,447.5759750466963,222.66,362.259,584.919,738.039,1322.958,1654.425,280.173,1934.598,570.802,2505.4,2303.789,2.048,2305.837,4.172,2310.009,4501.065
2010-07-01,1782.237,2010,7,450,1545.824,1605.567,1378.7106666666668,144.94137717482155,1702.4746666666667,441.91040956599886,192.905,407.342,600.247,805.532,1405.779,1663.711,284.423,1948.134,562.457,2510.591,2275.677,2.226,2277.904,4.403,2282.307,4382.842
2010-08-01,1760.129,2010,8,451,1782.237,1618.076,1543.7143333333333,239.5844663711173,1717.1971666666668,441.3309231276435,176.675,436.477,613.151,855.333,1468.484,1675.097,292.558,1967.655,573.306,2540.96,2354.739,2.256,2356.996,4.421,2361.417,4426.661
2010-09-01,1413.878,2010,9,452,1760.129,1341.279,1696.0633333333333,130.57979888302876,1729.0349166666665,440.3345184502478,180.773,440.716,621.489,857.905,1479.394,1761.682,300.007,2061.689,584.0,2645.689,2354.451,2.124,2356.575,4.134,2360.709,4508.203
2010-10-01,1266.847,2010,10,453,1413.878,1344.157,1652.0813333333335,206.58608840948733,1735.0848333333333,434.98896358410144,183.669,406.494,590.163,735.921,1326.084,1720.573,284.526,2005.099,515.108,2520.206,2251.666,2.16,2253.826,3.911,2257.737,4375.148
2010-11-01,1546.081,2010,11,454,1266.847,1453.218,1480.2846666666667,253.25711621657024,1728.6423333333335,441.8240508345826,252.244,370.068,622.313,674.078,1296.391,1675.6,280.059,1955.659,510.127,2465.786,2284.577,2.082,2286.659,3.793,2290.452,4548.457
2010-12-01,2418.621,2010,12,455,1546.081,2260.964,1408.9353333333336,139.68260147324625,1736.3809166666667,437.3520383384667,363.933,346.383,710.315,669.101,1379.416,1679.539,271.643,1951.182,524.727,2475.909,2185.119,2.051,2187.17,3.962,2191.132,4842.74
2011-01-01,2603.851,2011,1,456,2418.621,2636.069,1743.8496666666667,600.8162538624701,1749.5190000000002,456.4923248393929,580.283,368.586,948.869,740.167,1689.036,1795.797,274.029,2069.826,550.285,2620.11,2270.208,2.369,2272.577,4.757,2277.334,5730.482
2011-02-01,2088.537,2011,2,457,2603.851,2207.698,2189.5176666666666,564.8766203635357,1746.8341666666668,450.86416345559803,636.455,369.351,1005.806,684.68,1690.486,1805.145,273.277,2078.422,506.584,2585.006,2172.429,2.424,2174.853,4.494,2179.346,5805.421
2011-03-01,1770.608,2011,3,458,2088.537,1826.536,2370.336333333333,261.0281333981627,1736.9040833333336,440.99531099825543,530.329,340.502,870.832,593.849,1464.681,1596.944,260.545,1857.489,454.4,2311.888,1998.366,2.173,2000.539,3.789,2004.328,5089.628
2011-04-01,1356.728,2011,4,459,1770.608,1287.226,2154.332,420.499953366224,1732.243416666667,440.2568381891032,444.529,355.725,800.254,642.878,1443.132,1788.86,280.497,2069.357,506.924,2576.281,2256.536,2.264,2258.801,4.092,2262.893,5255.56
2011-05-01,1267.351,2011,5,460,1356.728,1303.082,1738.6243333333332,366.9513854999479,1738.03525,434.2868451226323,292.823,342.927,635.751,610.911,1246.662,1639.563,274.213,1913.776,488.5,2402.276,2189.56,2.145,2191.705,3.822,2195.527,4589.413
2011-06-01,1478.833,2011,6,461,1267.351,1545.824,1464.8956666666666,268.4996929166446,1735.0576666666666,437.6495737869281,216.024,367.215,583.239,687.505,1270.743,1665.149,279.991,1945.14,524.202,2469.342,2264.697,2.111,2266.807,3.951,2270.758,4455.868
2011-07-01,1782.574,2011,7,462,1478.833,1782.237,1367.6373333333333,106.16223079011121,1729.4750833333335,440.69948121376814,189.99,403.197,593.187,762.589,1355.776,1654.601,286.306,1940.907,541.508,2482.414,2270.664,2.193,2272.858,4.148,2277.006,4351.229
2011-08-01,1734.653,2011,8,463,1782.574,1760.129,1509.586,258.984546235869,1729.5031666666666,440.70315981701106,183.871,436.959,620.831,860.171,1481.001,1668.24,297.687,1965.928,586.008,2551.936,2286.239,2.219,2288.458,4.369,2292.827,4353.729
2011-09-01,1383.938,2011,9,464,1734.653,1413.878,1665.3533333333335,163.29874959818804,1727.3801666666668,440.60356530638506,200.27,441.405,641.675,830.178,1471.853,1764.747,303.625,2068.372,571.046,2639.418,2316.6,2.133,2318.733,4.012,2322.746,4505.148
