Month,Forecast
2025-10-01,1318.7271565074354
2025-11-01,1373.5087020343244
2025-12-01,1585.8369092361686
2026-01-01,1727.9858643132234
2026-02-01,1542.7541619047543
2026-03-01,1426.5199770555987
2026-04-01,1285.4808111270765
2026-05-01,1277.0251525339415
2026-06-01,1361.997311261404
2026-07-01,1475.907041827815
2026-08-01,1448.116239298843
2026-09-01,1346.8276407928875
