Month,Forecast
2022-01-01,1078.233901762414
2022-02-01,996.0098842982775
2022-03-01,809.7611838184656
2022-04-01,547.8512252636327
2022-05-01,368.3831296320541
2022-06-01,244.21865617453497
2022-07-01,237.79409883031227
2022-08-01,238.89089499574948
2022-09-01,239.94702292832977
2022-10-01,359.35301149169493
2022-11-01,595.5884694339875
2022-12-01,913.4931168534471
