Month,Forecast
2022-01-01,1946.6094812981423
2022-02-01,1712.217414011674
2022-03-01,1860.7602210979046
2022-04-01,1802.7866554758969
2022-05-01,1806.5814718819672
2022-06-01,1782.9827429915795
2022-07-01,1808.8104445445006
2022-08-01,1855.3861055571765
2022-09-01,1797.7540248716432
2022-10-01,1841.9202443657314
2022-11-01,1846.2258291370943
2022-12-01,1900.3149244079336
