Month,Forecast
2022-01-01,2321.103859097969
2022-02-01,2171.7369479643367
2022-03-01,2483.4935582505036
2022-04-01,2467.4820142520093
2022-05-01,2583.7086939098745
2022-06-01,2595.570755220568
2022-07-01,2684.451688445689
2022-08-01,2739.6075772145987
2022-09-01,2608.972730146824
2022-10-01,2737.7629857162656
2022-11-01,2677.5275540387697
2022-12-01,2807.267520407334
