Model,Best_Params,MSE,RMSE,MAE,R2,MAPE,Train_MSE,Overfit_Ratio,CV_MSE,N_Trials,Time_Seconds,Errors,Features,Sector
Ridge,{'alpha': 0.0790501957186846},3754.5766983117614,61.27460076011725,47.69981873175811,0.8116785279407863,3.491048390851358,1376.4647661171382,2.7276954635773394,0.03094995730525143,50,0.3,"[ -21.43001521   -4.88404957  -15.63465899  -52.80188609 -101.7935029
   16.34167645  -98.08425536 -138.32818926  -42.75003338  -16.80686548
    8.78661335   11.92399347   22.88235795  -35.93682115  -34.34550525
  -46.83547954  111.18273822  -93.80131363 -177.64581506   44.99530213
 -111.86600802  -37.47013743  -42.63024349  -11.70079032  -65.04904304
  -37.87231671   -4.02491245   22.45319796   56.63164394   57.95508321
  -91.03231294   36.59751579   10.83505428  -17.28010618  -31.30093624
   18.11674522   -9.47529373  -35.16383452   18.53153564   62.30400035
  -60.81693522   16.35717835  -21.42662441    5.51936861 -110.78564523
  -18.28067772  -80.77336968    8.01530817  -34.39559729  -40.64276155
  -54.0774242    49.33142048  -42.09990847 -108.03147275  -42.44937742
 -130.92413472 -169.95685688  -99.934904     -1.47310787   27.10449297
  -58.03127605  -66.31001648  -15.13456645  -95.29255584   33.15619827
  -30.38411247   68.18974573  -41.57600091   20.72984855   26.32021736
   74.3962585     1.20795517   24.16646733  -38.60529242  -10.62524763
   34.74193195  -82.63826172  120.82872558  -49.00199003   -3.90598683
  -38.36627934   28.33354637  -14.15466543   43.44774284  -12.03463901
  -17.75217038  -27.21214311   36.86107588   88.42802091 -141.20998547
  -87.70662484   61.65448958 -102.49308134  -45.2835697   -29.47392269
   28.56789348  -10.3464835   -49.55572213   -2.74699445   -3.59910244
  -93.89783957   86.1578235  -101.6377316  -110.64881612  -48.21958996
   -4.66757754  -19.95989267   -5.16200699  -25.66674322  -48.39989985
  -34.70076936  -34.23261326   26.93501495  125.03152337  -30.29268631
 -104.79243762  -33.37501904   -9.75398663    2.42267695   33.58461839
  -55.97736724  -21.5120931 ]",Baseline,Commercial
SVR,"{'C': 13.261882354835794, 'epsilon': 0.06323519916230211, 'kernel': 'linear'}",3760.22356368329,61.320661800760845,48.14997563626506,0.8113952933487844,3.520532236545959,1399.5737050176267,2.686692062163266,0.028056349153279647,25,62.7,"[ -20.63146332   -7.61708986  -16.14046113  -44.08723196  -87.08613348
   22.59495365  -97.93140294 -139.18140751  -43.81176034  -17.86225684
   17.10449357   13.54107322   18.69692901  -33.70292954  -31.14255346
  -42.47430364  126.69526799  -95.56719975 -180.53000827   38.13671633
 -114.70657268  -38.14710691  -41.24533901  -25.80329357  -63.43013136
  -35.24842421   -7.38810767   29.52082102   75.47683149   54.43342333
  -92.96915839   41.48690132    9.61917295  -11.0699294   -25.13156551
   10.75423661  -14.13259267  -32.18366576   14.24617481   64.69938472
  -53.10067318   21.24004396  -19.34134074    5.22676477 -105.15271889
  -23.42249627  -84.08868079    2.95923013  -37.40459893  -45.98262168
  -56.10218746   56.09919349  -32.95094773 -102.33610731  -28.55544205
 -123.19232578 -161.86411061  -98.02430326   -8.41490939   25.06400898
  -60.65934907  -67.12153344  -13.51223201  -80.32515531   59.26209363
  -24.16924424   73.44866624  -20.8913661    47.07301877   50.48681459
   95.43120786    9.90231917   29.61609301  -36.50316099   -7.75798508
   40.47832709  -65.52870732  123.45394231  -44.81159688   -7.42233455
  -28.83288088   31.35704791   -7.98973849   43.58686491  -15.58443471
  -19.20677629  -27.92426988   40.27765955   95.41690676 -142.85739926
  -86.29970489   57.82946321  -97.33617621  -39.99385656  -31.48903069
   20.62913852   -7.74667161  -51.49882152   -7.76412167    2.17186183
  -77.42736429   88.91505165 -102.5474222  -111.81322969  -46.74726089
   -4.28023371  -14.44227736   -6.40522212  -31.78934149  -46.83833843
  -35.11788406  -30.22533603   37.76636271  127.74050742  -39.15633649
 -101.88270591  -31.57168841   -9.96077333   13.11040343   32.34169345
  -64.23840099  -19.58004597]",Baseline,Commercial
ElasticNet,"{'alpha': 0.00010684341277887226, 'l1_ratio': 0.9719313184557006}",3770.4387449360156,61.40389845063598,47.517545596563394,0.8108829218817879,3.477738262081556,1381.3422563027589,2.729547096479774,0.02977273177073671,50,6.2,"[ -19.84583963   -4.05912682  -14.33854217  -53.64362116 -101.74410037
   15.21989685 -101.47066458 -139.96273715  -45.55442956  -16.34965957
    7.83004747   10.65497003   23.76717985  -36.34616403  -33.92381982
  -47.48297986  111.23914278  -93.5433802  -178.56920944   45.04951889
 -111.2079343   -35.25335772  -42.32279599   -9.29125053  -65.6369386
  -38.1939765    -3.34462088   22.18478767   54.42541543   59.133089
  -88.41846408   35.98929608   11.20647052  -16.20840303  -31.18509718
   20.14264539   -7.93098778  -33.93520244   20.9084744    63.46539497
  -59.82838104   15.46224929  -21.33515567    5.5314581  -112.86689103
  -17.27225045  -81.34619342    8.62256247  -35.0858333   -39.86379801
  -53.86054083   47.62476925  -42.66930168 -109.10008631  -46.67382792
 -133.06827338 -172.45985996 -100.4221706    -0.76734138   25.45571988
  -58.40760492  -66.72462484  -14.67353418  -97.53903131   30.11295914
  -31.87934389   65.07382459  -44.04848183   18.30880537   23.20076026
   73.33262774   -1.02763043   25.60223451  -37.73303296   -9.21834663
   35.27970779  -83.05170855  121.67352662  -48.57754885   -1.28188743
  -39.64339187   30.33082325  -14.70636234   44.61270872  -10.67988009
  -16.85794534  -25.8238563    37.17209355   90.22569609 -139.5101632
  -88.85745365   61.47724474 -102.34886566  -45.10814244  -29.07357887
   29.35238896  -10.37904925  -48.03647855   -0.61791482   -3.72730179
  -94.54574666   86.50362702 -100.31192896 -110.25004616  -50.1108705
   -2.67760649  -19.69230109   -4.03557294  -24.36748658  -47.65316981
  -33.20527012  -34.50225304   28.24025013  125.05907713  -26.73423338
 -101.64274692  -32.98304777   -7.66539462    3.11364811   35.02507027
  -53.12691891  -20.10943816]",Baseline,Commercial
Lasso,{'alpha': 0.00011456791016677523},3775.611967807862,61.44600855879788,47.544971617610116,0.8106234441763638,3.4802741995208857,1381.7646551331068,2.732456611755027,0.029750193308763863,50,4.6,"[ -19.75411558   -4.08670409  -14.19428571  -53.73763943 -101.88638386
   14.88559289 -101.87746586 -140.27919806  -45.75945655  -16.342292
    7.94456025   10.53840662   23.75010135  -36.32698952  -33.92372815
  -47.59904875  111.21623217  -93.34212011 -178.85463238   44.90119424
 -111.08487866  -34.90526193  -42.49986065   -9.42672858  -65.63771842
  -38.50347327   -3.35479966   22.11521422   54.30269951   59.25086378
  -88.06644752   35.9131248    11.1711663   -16.18396633  -31.3240677
   19.82408929   -7.8784728   -33.95892166   20.91194102   63.41518687
  -59.8951814    15.14626134  -21.48969311    5.37856151 -113.1080917
  -17.45181244  -81.48596355    8.39835271  -35.22173303  -39.99584854
  -53.91089334   47.23051814  -42.83654617 -109.33826845  -47.29173068
 -133.42639127 -172.70691938 -100.68610311   -1.02328061   25.19967017
  -58.57181904  -66.95767428  -14.79963629  -97.87373754   29.64314961
  -32.25382021   64.61812309  -44.30508803   18.20648937   23.08814006
   73.08646105   -1.25953145   25.44892427  -37.87573024   -9.31172283
   35.12427731  -83.30308212  121.49572852  -48.59306856   -1.25648312
  -39.7530397    30.18820512  -14.84078021   44.27263875  -10.86360814
  -17.03281974  -25.893154     36.96741657   90.20658415 -139.36910908
  -89.48019064   61.12121914 -102.35408412  -45.15621885  -29.44676741
   29.15960551  -10.38493478  -48.17406331   -0.62298134   -3.93731989
  -94.6684769    86.17326338 -100.23655644 -110.32111541  -50.41619788
   -2.77514639  -19.68660786   -4.31685353  -24.55613023  -47.79758792
  -33.26232562  -34.79034042   28.10312805  125.06535935  -26.36182504
 -101.47117325  -33.11830852   -7.73586694    3.12081125   34.72454681
  -53.20455337  -20.13208418]",Baseline,Commercial
ExtraTrees,"{'n_estimators': 200, 'max_depth': 9, 'min_samples_leaf': 3}",4625.621775108862,68.01192377156275,51.49920504312329,0.7679887849223206,3.7997087698368257,393.13729372660504,11.765919562761209,0.08239135024354398,50,25.8,"[-7.62946515e+00  1.93682141e+01  8.41158730e-01 -5.80889380e+01
 -1.49123368e+02  7.13580120e+01 -1.08380485e+02 -1.30441819e+02
 -2.40631055e+01 -3.40072307e+01  1.93598169e+01  2.04641894e+01
  4.25470059e+01  9.61818348e+00 -2.19160093e+01 -4.57195522e+01
  1.12409080e+02 -4.33114906e+01 -1.34153365e+02  5.01799822e+01
 -7.36155822e+01 -3.83837572e+01 -4.41869394e+01 -2.31640522e+01
 -6.83262414e+01 -4.17619690e+01 -2.27463369e+01  3.48402528e+01
  9.29555257e+01  6.96897506e+01 -5.08858307e+01  5.75889631e+01
  3.54987149e+01 -1.35927106e+01 -2.02664046e+01  3.24585261e+00
 -1.07860571e+00 -1.88627240e+01  2.14403685e+01  8.74536929e+01
 -1.62742512e+01 -7.67919305e+00  6.75320584e+00  4.86663123e+00
 -7.50331782e+01 -4.49352149e+01 -9.35898946e+01 -3.72849914e+01
 -5.74617804e+01 -4.48312810e+01 -6.33423381e+01 -2.42858954e+00
 -2.24614789e+01 -1.10215906e+02 -5.95039621e+01 -1.54982352e+02
 -1.91184398e+02 -2.07542026e+02 -1.19835398e+02 -7.68034241e+01
 -1.32867217e+02 -1.29295622e+02 -8.09455160e+01 -1.63376244e+02
 -1.97042429e+01 -4.62353738e+01  5.00010592e+01 -8.69201336e+01
 -8.98610809e+00 -1.32146149e+01  5.44961672e+01 -1.78997647e+01
  7.04654346e+00 -2.32778781e+01 -1.75715187e+01  1.89670724e+01
 -1.09838833e+02  1.25182671e+02 -7.54559513e+01  4.72157360e+01
  1.40477887e+01  3.51799992e+01 -7.88664856e+00  7.48741964e+00
 -2.41402213e+01  5.30444229e+00 -2.24437103e+01  5.74529369e+01
  1.04148984e+02 -1.19427238e+02 -7.63600568e+01  4.90247673e+01
 -7.11117446e+01 -5.55612377e+01 -6.07056338e+01 -7.31537056e-01
 -2.08834309e+01 -2.97540580e+01  8.90003041e+00  7.35806680e+00
 -5.01950403e+01  1.02732178e+02 -9.15308176e+01 -8.11239690e+01
 -4.35328868e+01 -3.49646544e+01 -9.71220418e+00 -1.67121740e+01
 -2.59539105e+01 -3.49392228e+01 -3.76458905e+01 -3.66020258e+01
  4.05135343e+01  1.74744471e+02  4.14087383e+01 -2.56620187e+01
 -1.11467835e+01 -3.13472772e+01  3.00463600e-01  2.19409211e+01
 -4.41409196e+01  7.04540428e-02]",Baseline,Commercial
RandomForest,"{'n_estimators': 34, 'max_depth': 8, 'min_samples_leaf': 3, 'min_samples_split': 2}",5279.908668472047,72.66298004122902,55.46130150575001,0.7351711650392033,4.04757630981291,661.9949273219722,7.975753968132864,0.0758088614409725,50,22.6,"[  -6.44131963   20.12827058    6.33419559  -58.37148777  -81.75916338
   56.0621482  -112.54043233 -119.41029017  -21.97743878  -44.40324184
   24.28715181    7.29934166   38.41012496   11.5008075   -23.40163176
  -49.4417167   213.78137496  -60.32259642 -129.45751142   71.68410492
  -81.75315488  -42.96077227  -42.96551002   -3.94365515  -84.16750646
  -40.92525978  -25.07502909   53.77408786   70.49058038   96.4165764
   37.22574355   69.59209869   39.71725866   -5.79207747  -16.50159449
    0.40501828   -6.67863336  -20.67272014   21.13771303   83.145259
  -37.09499587   12.91677008   17.8412222    -6.79404957  -79.95145152
  -52.34355487  -96.76781208  -40.7003837   -68.14581516  -56.07015806
  -61.63761571   -1.89826277  -40.28588436  -84.15704115  -44.81531862
 -150.73956761 -169.1311828  -192.13159897 -101.4976521   -72.08440991
 -155.18829099 -133.04685929  -81.95742668 -184.84132436  -83.00570386
  -53.79190441   54.33047885  -51.70161947   31.83725683   25.05166256
   51.06245667   -5.40586972   19.04277727  -29.75899859   -8.78000682
   43.15408564  -97.37427723  154.09912624  -90.01368759   79.18567009
   31.42911003   66.49232984   -5.13261051   26.50965776  -21.75845825
   22.59419199   -0.85889384   72.48449962  151.47507873 -116.8845586
  -61.48052603   68.19159003  -50.26639039  -30.57265348  -59.84927493
    5.23849016  -27.07810813  -37.18172889   26.62973814   16.81879807
  -83.67195242  173.54041405  -80.10854826  -79.56898538  -33.99539856
   -2.09020274  -13.49112678  -13.49492684  -28.42556722  -45.24528203
  -37.11107087  -29.36714987  100.61204602  172.15174557   60.52448384
   -1.07990913   -8.27680929  -21.24630342   -1.81205016    9.36204996
  -48.07763594   -4.10960831]",Baseline,Commercial
GradientBoosting,"{'n_estimators': 257, 'max_depth': 7, 'learning_rate': 0.03370568122494104, 'subsample': 0.6015036159824763, 'min_samples_leaf': 3}",5788.917702599909,76.0849374225931,59.289488973045955,0.7096403693461764,4.349762270156791,13.877354890777477,417.1484946635666,0.06555743937074371,43,62.5,"[  -6.79908809    7.91202736    3.90302756  -68.55384025 -122.72746964
   37.78166803 -160.12515307 -163.81141243  -30.32664515  -40.07436594
   24.55292678   18.30170487   45.45369934    2.34876283  -24.37810401
  -66.86224054  173.19425936  -87.13071181 -127.61933787   47.52805168
  -92.47788282  -36.1018012   -58.88142767  -18.00767008  -76.68998465
  -34.17810641  -22.37646077   28.30678577   62.11782341   75.45240129
  -27.39284296   58.07579914   58.48647324  -19.53544972  -42.2696387
  -10.68796577   -3.08621501  -12.50464174   11.68124595   89.04367588
  -72.69944797    1.83781078   63.30664423   -3.2767233   -82.761638
  -50.45415649 -104.53409414  -45.02290618  -74.95532427  -32.74646438
  -61.53456713  -46.6868322   -64.54373615 -139.80143602  -57.02840747
 -165.07062522 -192.46786828 -200.98243996 -110.99502431  -79.02975009
 -161.36369166 -124.28163052  -80.23346722 -161.35922185  -47.66937754
  -73.87871633   44.55112534 -112.47684932   26.37884579   21.40954407
   29.85092046  -53.4383751   -15.79248272  -43.90943426  -26.23000038
  -12.78597188 -164.84964351  121.74714139 -115.7557922    94.6284065
   17.68761578   56.74563097    5.56832786   32.18129457  -11.1095346
   12.53314619  -25.65567531   77.56940563  109.21253258 -136.65741131
  -47.28924371   86.94884089  -55.54778022  -45.39554309  -63.72676264
    6.95977163  -26.64187969  -27.13645562   -0.24972636   12.07747769
  -74.46421338  140.04254093 -128.5749732   -80.80855005  -27.29970268
  -34.55028438  -26.32944638  -32.76834334  -41.7877747   -33.2149626
  -44.54150619  -51.94047718   52.65221841  145.06527552   15.64630818
  -48.43535539  -14.48974953  -37.69551915   -0.54168566   13.84751786
  -49.90206977    2.75980048]",Baseline,Commercial
KNN,"{'n_neighbors': 2, 'weights': 'distance', 'p': 2}",6495.706199082108,80.59594406098924,63.223420000048556,0.6741893822477117,4.693348006773255,5.694829238007071e-12,1140632304780978.2,0.20487119867758877,50,1.7,"[-5.25825973e+00  2.25220829e+01  3.27215442e+00 -4.65588282e+01
 -1.39601148e+02  2.19467018e+01 -1.49562275e+02 -7.48263783e+01
 -2.11230814e+00 -1.60274259e+01  3.37138458e+01  2.35492275e+01
  5.31621809e+01  2.81561735e+01 -1.58315358e+01 -6.12371022e+01
  8.24513482e+01 -1.09515361e+02 -1.19379706e+02 -1.96264959e+01
 -6.76222308e+01 -4.90271700e+01 -5.44290770e+01 -5.46598410e+01
 -5.87264429e+01 -2.35037237e+01 -2.23884428e+01 -4.03100373e+00
  3.49388710e+01  1.43668923e+02 -1.14861915e+02 -1.39742501e+01
  4.37164772e+01 -2.52300042e+01 -3.19596665e+01  1.98343350e-01
 -9.86465976e+00 -1.32332014e+01  2.39827756e+01  5.75434115e+01
 -2.32191434e+00  4.47606749e+01 -1.11229088e+02  1.65211963e-01
 -1.01450252e+02 -4.16293909e+01 -1.05767631e+02 -5.20211375e+01
 -2.61178170e+01 -4.26977478e+01 -4.12489111e+01  3.32739685e+01
 -1.04871323e+01 -1.37306464e+02  3.40896390e+00 -6.74395782e+01
 -1.47719670e+02 -2.31015955e+02 -2.01710828e+02 -1.21362127e+02
 -1.49378289e+02 -1.39806339e+02 -1.09128979e+02 -1.66922178e+02
 -9.98095405e+01 -1.63808275e+02 -9.24235900e-01 -1.22782666e+02
 -8.35072082e+01 -1.12080215e+02 -8.17715635e+01 -1.05564695e+02
 -6.87691930e+01 -7.48259997e+01 -7.71403426e+01 -6.49668084e+01
 -2.23158170e+02  1.18094738e+02 -8.14836634e+01 -6.21927318e+01
 -3.35489154e+01 -4.54258497e+01 -6.43160608e+01 -2.95441043e+01
 -5.67966818e+01 -2.72987105e+01 -6.34829802e+01 -1.24965571e+01
  2.87653706e+01 -1.71292581e+02 -4.50278128e+01  8.20595613e+01
 -7.78455773e+01 -7.29663121e+01 -9.42554672e+01 -3.64712972e+01
 -3.80043387e+01 -2.60132975e+01 -2.81179286e+01 -1.18706663e+01
 -1.00739232e+02  8.39904563e+01 -1.23828233e+02 -9.65699433e+01
 -4.19126274e+01 -3.81391220e+01 -3.92253706e+01 -2.26086076e+01
 -3.36099695e+01 -1.64987583e+01 -3.75944249e+01 -8.41537490e+01
  7.08888861e+01  1.11996911e+02  1.20669821e+01 -1.19986773e+02
  5.95053812e-01 -3.70320463e+01 -2.28157684e+01  3.09109727e+01
 -3.32434349e+01 -4.12858393e+00]",Baseline,Commercial
KNN,"{'n_neighbors': 5, 'weights': 'distance', 'p': 1}",4725.681502621987,68.74359244774736,49.12943115899336,0.6309239856077083,1.931318486478098,0.0,inf,0.5652605785568257,50,1.5,"[-1.13018382e+01 -4.90376790e+01 -1.18858691e+02 -1.34660100e+02
 -2.20056336e+01  3.69943147e+01  7.58515776e+01 -2.43475845e+01
 -1.98225472e+01 -6.20270281e+01 -9.86982709e+00 -1.91614198e+01
  6.24284112e+01 -2.47927553e+01 -2.40225881e+01 -5.19675247e+01
  4.03961499e+01 -4.77647211e+01 -8.41574223e+01  6.35017339e+01
  2.07470627e+01  2.23075854e+01  3.33006763e+01  3.96902702e+01
 -6.26954311e+00 -2.32571552e+01  6.84344651e+00  6.18706099e+01
  7.41384761e+01  3.60124169e+01 -6.00655351e+01  1.28789519e+02
  3.57820683e+01  9.29053305e+01 -3.13131578e+00  7.23146450e+01
  9.49261545e+01 -1.03576445e+00  2.79936880e+01  2.80611247e+01
 -5.51550943e+00  1.01095583e+02 -8.67106129e+01 -1.25320916e+00
 -4.63137956e+01  2.29925470e+01 -5.92295960e+01  5.00700886e+01
  3.40555024e+01  1.80966202e+01 -3.29436295e+01  3.24888541e+01
  2.93504831e+01  1.26827268e+01  4.15949022e+01 -2.38757269e+01
 -3.50761042e+02 -2.35711074e+02 -1.04044148e+02  5.02565739e+00
 -2.91489636e+01 -1.29840734e+01 -1.51926170e+01  3.28846029e+01
  1.44297930e+02  4.13729646e+01 -1.78812448e+02  5.08960372e+01
  1.40075995e+02  9.97395374e+01  9.82125157e+01  2.21770524e+01
  6.90465964e+01 -2.31574468e+01 -1.95314372e+01  1.48378774e+01
  5.24957804e+01  4.84101747e+01 -9.18148417e+01  5.56940210e+01
 -1.29235721e+01 -2.19630356e+00  3.46068993e+01  1.85106164e+01
 -1.54642110e+01 -4.51137628e+01 -6.41541636e+01 -2.04860306e+01
 -1.15900082e+02 -6.68882044e+01 -9.00285872e+01  1.55241657e+01
  3.82929847e+01  1.58237373e+01 -1.42873008e+01 -1.45129103e+01
  7.06531750e+01  4.78929782e-01 -3.70958715e+01  3.13343886e+01
 -2.32396447e+01  2.33803324e-02 -6.08595509e+01 -4.76346094e+01
 -8.93182514e-01  6.58855774e+01 -1.61082494e+01  3.74600647e+01
  4.17832091e+01 -2.32455940e+01  4.40364520e+00 -3.01274919e+01
  4.16755782e+01  1.11826745e+02 -1.07350774e+02 -3.07670678e+01
  1.41245431e+01  2.55278691e+01  3.78250441e+01  9.76117502e+01
  2.38072676e+01  4.03277110e+01]",Baseline,Industrial
ExtraTrees,"{'n_estimators': 162, 'max_depth': 9, 'min_samples_leaf': 3}",4914.8846386831965,70.10623822944144,50.4365496447586,0.6161472091090702,1.974543081254618,1011.5393867496741,4.858816871655324,0.2838454261132339,50,26.1,"[-5.63633312e+00 -8.96693088e+01 -1.28917032e+02 -1.35201645e+02
 -1.89671262e+00  7.98597441e+01  6.17893033e+01 -8.35395539e+00
 -6.05535123e+01 -6.57814212e+01 -1.58682657e+01  2.74332815e+01
  8.51719657e+01 -5.84304980e+01 -2.14795940e+01 -4.50237400e+01
  5.93367524e+01 -1.07869997e+01 -1.10847419e+02  9.44499965e+01
  1.06915192e+01  3.28935626e+01  8.51078608e+00  4.45429570e+01
 -1.30855897e+01 -6.28475802e+01 -1.43679884e+01  4.52921846e+01
  6.56761201e+01  5.53815481e+01 -5.37506490e+00  9.54549448e+01
 -4.19752030e+00  7.71827753e+01 -3.63845183e+00  6.24182499e+01
  1.15349457e+02 -1.34966692e+01  5.33581915e+01  1.71710508e+01
 -1.42059013e+01  1.16243895e+02 -7.22546455e+01  1.02134252e+00
  1.31529481e+00  1.94950085e+01 -4.82859725e+01  5.20392799e+01
  3.08394899e+01 -2.71893428e+00 -3.45761787e+01  8.52599913e+00
  3.21917888e+01  1.81341352e+01  5.66851110e+01 -2.79476353e+01
 -3.38200756e+02 -1.61822243e+02 -1.71729291e+01  1.25721516e+02
  1.06636792e+02 -5.91867653e+01 -2.36061469e+01 -1.46075747e+00
  9.79034930e+01  6.28306791e+01 -2.38928737e+02  8.04873313e+00
  1.84818222e+02  1.15463721e+02  7.15809237e+01  6.61726558e+01
  6.37421328e+01 -3.38435900e+01 -7.83653033e+00 -6.68466341e+00
  5.79876189e+01  6.68292567e+01 -4.66200696e+01  6.70712986e+01
 -3.49912796e+01 -3.92064567e+01  2.91538163e+00  2.92284248e+01
  8.14188121e+00 -5.00538308e+01 -5.02931504e+01 -2.41084601e+01
 -9.19687389e+01 -3.11363850e+01 -7.55512659e+01  8.35656484e+01
  2.79193355e+01  2.15074103e+01 -3.59292337e+01  1.98884479e+00
  7.45905353e+01 -1.76231338e+01 -4.75707475e+00  3.11059431e+01
  1.90316069e+01  2.92505062e+01 -1.47492127e+01 -4.01010777e+01
 -9.49631432e+00  5.88009859e+01 -4.71341724e+01  3.79208246e+01
  6.58930120e+01 -3.57734434e+01  2.72857380e+01 -5.15578727e+01
  6.71878320e+01  1.17532011e+02 -8.30276550e+01  4.85115383e+00
  1.16278185e-01  3.76491175e+00  3.00490119e+01  8.51595692e+01
  3.70072911e+01  1.69156243e+01]",Baseline,Industrial
Ridge,{'alpha': 25.879424303801358},5113.594069301455,71.50939846832341,48.539627618369344,0.6006279904240917,1.9149586825847762,4453.609775187255,1.148190867056028,0.1563101860720768,50,0.3,"[ -33.74935967  -85.32883906 -113.53516361  -81.31818679   -1.09758878
   61.16185628   77.25161929  -69.26284073 -120.93363671  -54.25225022
    7.94346633   19.56703302   94.87157744  -48.20706866  -41.28718435
  -34.13345476   57.67775482   -9.10412915 -123.17152164  108.80966754
  -17.97316795    2.718624    -35.26640047   24.17755971  -62.7628913
  -26.05473854  -15.57308702   91.24126241   27.13961688   89.28792316
  -35.92690125   51.30740228  -34.69376977   80.22770976  -31.97175731
   52.25239299   76.050457    -27.75850075   -4.14254597   -9.36844901
  -44.06665817  116.01153161  -38.24709831  -17.85087011   -0.8025681
   15.80967923  -74.16286857   24.47148854   -0.5412363     8.18401132
  -72.75428936   11.63311167   14.82895688  -22.92758844   69.50226094
  -86.58404968 -386.44728769 -159.69007751    0.40005624   68.33252821
   25.35444204  -57.94611649  -47.95441594  -11.40445095   60.33131962
   39.42115174 -254.32696073  109.90621461  246.47794767   74.04408997
  -25.73057554  -36.98450975    3.02661085  -31.98036882  -20.86594204
   11.01469693   27.55504533   48.37922404  -15.94899903    2.72579583
  -73.53346636   -8.25305075   12.24799042   37.25399867  -23.52502175
  -29.82296193  -65.74780126   -4.8635115  -104.07893511   -4.07903282
  -35.69104233   73.59227776   -1.60050105   -8.53255589  -84.01692702
  -19.98651586   45.6685477    -3.58874663  -34.94471375   16.57750471
  -14.16379541   13.55973554  -38.27934546  -80.06044638  -28.20988925
   62.85549625  -71.60450538   20.28666831   18.41934865  -38.65964347
   -6.61721434  -73.86192292   60.23310953  108.55865573  -64.48360642
  -22.67175602  -17.13438148   10.28552502   14.60316387   38.46026317
   -5.2091362    -2.82540618]",Baseline,Industrial
SVR,"{'C': 0.02659471367043063, 'epsilon': 0.04626321619200878, 'kernel': 'linear'}",5181.147704963887,71.98018967024112,47.79146735488755,0.5953520473470633,1.8908077140753992,4471.681606701916,1.1586575612178338,0.15378394148970176,50,18.5,"[ -45.95798257  -74.13124578 -106.69381662  -78.6870759   -13.13332287
   60.17458452   64.32308775  -80.81635045 -119.34821681  -59.55698414
   23.30153586   17.81391862   82.44617081  -39.96025922  -33.89773225
  -29.18602786   50.59847105   -9.19733161 -129.76379408  101.5669404
  -16.75701288   -8.74111519  -24.90813791   23.74811927  -75.71907559
  -18.91346875  -11.17125199   93.86287538    4.49321441   86.72602361
  -34.16489635   39.82818784  -33.51615458   67.78444305  -23.2928651
   49.85894248   66.39618484  -22.30838506   -2.76810625  -13.00882046
  -61.20016215  109.65942239  -44.54800985  -31.16071671   -7.27123552
    5.35895451  -64.10725124   19.70792705  -15.05885494   14.10806211
  -72.81358       9.24189063    1.23215631  -27.13828605   62.56383347
  -95.78749535 -393.75097482 -186.49790145    2.49656961   60.26460589
   -2.69242927  -65.10009993  -47.43501794  -17.19377258   36.40924024
   31.91625762 -268.30429454  103.78395926  257.80881367   68.6948251
  -15.59959333  -37.89099708    1.50632676  -19.23033847  -15.55551215
   15.88937558   14.65419315   48.52725138  -22.23533486   -4.68797266
  -78.09817177  -21.686509     19.41479165   33.27898095  -39.86796035
  -23.39928042  -60.59689727   -4.08388799 -115.3239995    -4.12241339
  -40.87702333   65.88449684   -1.14983261  -22.60573315  -70.72618853
  -16.79882128   39.00184339    5.23154099  -29.37024167   18.02225631
  -28.21890732   18.14046777  -40.47916828  -88.60273804  -27.67345394
   54.9147594   -59.02341274   16.69991432    6.63257816  -30.28167224
   -5.03138091  -75.30418959   45.55072063  102.29599642  -73.51272413
  -32.80419269  -20.84893396    2.04613465   22.84470635   29.39336811
  -19.74334882    3.36975262]",Baseline,Industrial
